iter	Passed	Remaining
819	5194	1140
820	5199	1133
821	5204	1126
822	5209	1120
823	5214	1113
824	5219	1107
825	5226	1100
826	5232	1094
827	5238	1088
828	5244	1081
829	5251	1075
830	5257	1069
831	5265	1063
832	5271	1056
833	5277	1050
834	5284	1044
835	5291	1038
836	5297	1031
837	5303	1025
838	5309	1018
839	5317	1012
840	5324	1006
841	5331	1000
842	5337	994
843	5342	987
844	5349	981
845	5356	975
846	5364	969
847	5371	962
848	5376	956
849	5383	950
850	5389	943
851	5395	937
852	5401	930
853	5408	924
854	5413	918
855	5419	911
856	5424	905
857	5429	898
858	5433	891
859	5438	885
860	5443	878
861	5448	872
862	5453	865
863	5458	859
864	5463	852
865	5468	846
866	5473	839
867	5478	833
868	5483	826
869	5489	820
870	5495	813
871	5501	807
872	5507	801
873	5513	794
874	5518	788
875	5523	781
876	5528	775
877	5533	768
878	5538	762
879	5543	755
880	5548	749
881	5553	742
882	5558	736
883	5563	730
884	5568	723
885	5574	717
886	5579	710
887	5584	704
888	5588	697
889	5594	691
890	5599	684
891	5604	678
892	5609	672
893	5614	665
894	5619	659
895	5624	652
896	5629	646
897	5634	640
898	5640	633
899	5645	627
900	5650	620
901	5655	614
902	5660	608
903	5665	601
904	5670	595
905	5675	588
906	5680	582
907	5685	576
908	5692	569
909	5698	563
910	5704	557
911	5710	550
912	5715	544
913	5720	538
914	5725	531
915	5730	525
916	5735	519
917	5741	512
918	5746	506
919	5751	500
920	5756	493
921	5761	487
922	5766	481
923	5771	474
924	5776	468
925	5781	462
926	5787	455
927	5792	449
928	5797	443
929	5802	436
930	5807	430
931	5812	424
932	5828	418
933	5840	412
934	5846	406
935	5854	400
936	5861	394
937	5867	387
938	5872	381
939	5878	375
940	5885	369
941	5892	362
942	5900	356
943	5909	350
944	5915	344
945	5922	338
946	5927	331
947	5933	325
948	5940	319
949	5947	313
950	5953	306
951	5960	300
952	5966	294
953	5973	288
954	5979	281
955	5985	275
956	5990	269
957	5997	262
958	6004	256
959	6010	250
960	6017	244
961	6024	237
962	6029	231
963	6036	225
964	6042	219
965	6048	212
966	6053	206
967	6059	200
968	6064	194
969	6069	187
970	6075	181
971	6081	175
972	6087	168
973	6093	162
974	6098	156
975	6103	150
976	6108	143
977	6113	137
978	6118	131
979	6123	124
980	6129	118
981	6135	112
982	6140	106
983	6145	99
984	6150	93
985	6155	87
986	6160	81
987	6165	74
988	6170	68
989	6175	62
990	6180	56
991	6185	49
992	6190	43
993	6194	37
994	6199	31
995	6204	24
996	6209	18
997	6214	12
998	6219	6
999	6224	0
