iter	Logloss	Accuracy
482	0.2002791883	0.9214800224
483	0.2002407985	0.9214800224
484	0.2001990459	0.921402777
485	0.2001575567	0.921402777
486	0.2001250536	0.9214413997
487	0.2000731106	0.9214800224
488	0.20004489	0.9215379565
489	0.2000231064	0.9215186451
490	0.2000113076	0.9215379565
491	0.1999910594	0.9215379565
492	0.199922305	0.9215572678
493	0.1998813215	0.9215765792
494	0.1998647911	0.9216152019
495	0.1998091251	0.9216152019
496	0.1997669887	0.9216538246
497	0.1997127935	0.9216924473
498	0.1996709303	0.9218083155
499	0.1996102709	0.9218276268
500	0.1995724595	0.9218083155
501	0.1995174424	0.9217890041
502	0.1994831676	0.9218083155
503	0.1994466203	0.9218083155
504	0.1993895804	0.9219048723
505	0.1993559288	0.9219821177
506	0.1993211517	0.922001429
507	0.1992696676	0.921943495
508	0.1992344812	0.9219048723
509	0.1992183784	0.9219628063
510	0.1991985379	0.9219628063
511	0.199174053	0.922001429
512	0.1991406362	0.9219821177
513	0.1991112496	0.9220207404
514	0.1990891429	0.9220207404
515	0.1990246254	0.9220207404
516	0.1989983254	0.9220207404
517	0.1989434136	0.9220207404
518	0.1989056173	0.9220786745
519	0.1988543095	0.9220786745
520	0.1988084073	0.9220593631
521	0.1987927362	0.9220400518
522	0.1987441335	0.922001429
523	0.1987034038	0.9220207404
524	0.1986617122	0.9220979858
525	0.1986320607	0.9221945426
526	0.1985814499	0.9222331653
527	0.1985575275	0.9221945426
528	0.1985315966	0.9222331653
529	0.1985069069	0.9223490335
530	0.1984687338	0.9222524767
531	0.1984239288	0.9223104108
532	0.1983916427	0.9223683448
533	0.1983532434	0.9224069675
534	0.1983080458	0.9224455903
535	0.198276505	0.9225228357
536	0.1982475609	0.922542147
537	0.198209288	0.9225228357
538	0.1981718777	0.9224455903
539	0.1981403305	0.922484213
540	0.1981128097	0.9224069675
541	0.1980738898	0.9224069675
542	0.1980581712	0.9224069675
543	0.1980011998	0.9224262789
544	0.1979614375	0.9224069675
545	0.197927491	0.9224262789
546	0.1979009382	0.9223876562
547	0.1978735711	0.9224262789
548	0.197846034	0.9224649016
549	0.1978077692	0.9224455903
550	0.1977803396	0.922484213
551	0.1977510318	0.9225228357
552	0.1977030958	0.9224649016
553	0.1976722907	0.922542147
554	0.1976501555	0.922542147
555	0.1976121999	0.9224649016
556	0.1975742656	0.9225228357
557	0.1975430835	0.922542147
558	0.197523507	0.922542147
559	0.197484575	0.9225614584
560	0.1974334421	0.9226966379
561	0.1973870738	0.9226000811
562	0.1973444283	0.9226193925
563	0.1973202683	0.9226773265
564	0.1972793604	0.9227352606
565	0.1972545092	0.9227352606
566	0.1972132383	0.922754572
567	0.1971763825	0.922812506
568	0.1971471911	0.9228704401
569	0.1971133508	0.9228704401
570	0.1970910935	0.9228897515
571	0.1970491428	0.9229090628
572	0.1970214696	0.9229090628
573	0.1969969648	0.9229669969
574	0.1969534528	0.9231407991
575	0.1969228561	0.9231407991
576	0.1968811757	0.9231407991
577	0.1968512506	0.9232373559
578	0.1968064177	0.9232180445
579	0.1967690751	0.9232180445
580	0.1967460171	0.9231987332
581	0.1967078526	0.9232759786
582	0.1966903896	0.9232759786
583	0.1966450622	0.923353224
584	0.1965900328	0.9232759786
585	0.1965459323	0.9232759786
586	0.19651343	0.9232759786
587	0.1964805732	0.9232759786
588	0.1964622919	0.9232566672
589	0.1964399342	0.9232759786
590	0.196422482	0.9232759786
591	0.1963927739	0.9231987332
592	0.196360453	0.9231794218
593	0.1963203031	0.9231987332
594	0.1962675422	0.9232759786
595	0.1962344762	0.9232759786
596	0.1962210444	0.9232759786
597	0.196188923	0.9233146013
598	0.1961370804	0.92329529
599	0.1961053703	0.92329529
600	0.1960828177	0.9233146013
601	0.1960402189	0.923353224
602	0.1959959253	0.9233339127
603	0.1959637755	0.9233918467
604	0.195941756	0.9234111581
605	0.19590181	0.923353224
606	0.1958599452	0.9233725354
607	0.1958153075	0.9234111581
608	0.1957821914	0.9234304695
609	0.1957379653	0.9234884035
610	0.1956988133	0.923565649
611	0.1956508184	0.9236042717
612	0.1956078679	0.9235849603
613	0.1955873719	0.9235270262
614	0.1955517613	0.9235463376
615	0.1955204571	0.9235270262
616	0.1954799559	0.9235270262
617	0.1954540081	0.923565649
618	0.1953928749	0.923623583
619	0.1953521556	0.9236042717
620	0.1953235958	0.9236042717
621	0.1952650674	0.9235849603
622	0.195215235	0.923565649
623	0.1952009433	0.9236815171
624	0.1951895382	0.923623583
625	0.1951597714	0.9237008285
626	0.1951344897	0.9237201398
627	0.1951090106	0.9237201398
628	0.195065702	0.9237201398
629	0.1950212154	0.9237780739
630	0.1949843855	0.9237587625
631	0.1949655181	0.9237587625
632	0.1949255704	0.9237780739
633	0.1949035214	0.9237201398
634	0.1948624061	0.9237394512
635	0.1948311647	0.923836008
636	0.1947943032	0.9238746307
637	0.1947684942	0.923893942
638	0.1947459023	0.9239325647
639	0.194695766	0.923893942
640	0.1946504221	0.9239518761
641	0.1946204269	0.9240098102
642	0.1945958284	0.9240098102
643	0.1945473957	0.9239518761
644	0.1945228339	0.9239325647
645	0.1944574394	0.9239904988
646	0.1944377597	0.9239904988
647	0.1944222864	0.9240677442
648	0.1943886141	0.9240484329
649	0.1943547631	0.9241256783
650	0.1943307707	0.9240870556
651	0.1943097698	0.9241449897
652	0.1942912039	0.9241256783
653	0.1942652966	0.924106367
654	0.194227236	0.924106367
655	0.1942018246	0.924164301
656	0.1941672556	0.924164301
657	0.1941371272	0.924164301
658	0.1941059284	0.9242029237
659	0.1940758045	0.9241836124
660	0.194047059	0.9242801692
661	0.1940254382	0.9242801692
662	0.1940122798	0.9242801692
663	0.1939763856	0.9243381032
664	0.1939603234	0.9243381032
665	0.1939272344	0.9243187919
666	0.1938899383	0.9242994805
667	0.1938688459	0.9242608578
668	0.1938339183	0.924376726
669	0.1938139637	0.92443466
670	0.1937700395	0.92443466
671	0.1937458035	0.92443466
672	0.1937275154	0.92443466
673	0.1937128884	0.9244539714
674	0.1936883772	0.9244732827
675	0.1936656978	0.92443466
676	0.1936265443	0.9244732827
677	0.1935940609	0.9245891509
678	0.1935630635	0.9246084622
679	0.1935339865	0.9246277736
680	0.1934962754	0.9246663963
681	0.1934710405	0.9246277736
682	0.1934471139	0.9247436417
683	0.1934360785	0.9247436417
684	0.1934003141	0.9247436417
685	0.1933605734	0.9247243304
686	0.1933330708	0.924705019
687	0.1932936447	0.9247822644
688	0.1932634348	0.9247822644
689	0.1932499524	0.9248015758
690	0.193232031	0.9248208872
691	0.1931793145	0.9248015758
692	0.1931498815	0.9248015758
693	0.1931193308	0.9248015758
694	0.1930952085	0.9248208872
695	0.1930693942	0.9247822644
696	0.1930218973	0.9248788212
697	0.1929778106	0.9249946894
698	0.1929627999	0.9250140007
699	0.1929161686	0.9250333121
700	0.1928856117	0.9250333121
701	0.1928501638	0.9250719348
702	0.1928298964	0.9250526234
703	0.1927882007	0.9251105575
704	0.1927526689	0.9251298689
705	0.1927178061	0.9251878029
706	0.1926926419	0.925245737
707	0.1926791015	0.9252650484
708	0.1926608123	0.9252843597
709	0.1926461448	0.9252650484
710	0.1926286726	0.9252264257
711	0.192602083	0.9252264257
712	0.192569226	0.9252264257
713	0.1925462654	0.9251878029
714	0.1925298096	0.9252071143
715	0.1925050134	0.925245737
716	0.1924842509	0.9252264257
717	0.1924207506	0.9252650484
718	0.1923719068	0.9252264257
719	0.1923384323	0.9252843597
720	0.1923072805	0.9253229824
721	0.1922850599	0.9253422938
722	0.1922479869	0.9252843597
723	0.1922347185	0.9252843597
724	0.1922125471	0.9253229824
725	0.1921635021	0.9253229824
726	0.1921033587	0.9253036711
727	0.1920811973	0.9252843597
728	0.1920632929	0.9252650484
729	0.1920387425	0.9253036711
730	0.1919985712	0.9253229824
731	0.1919681993	0.9253422938
732	0.1919350309	0.9253616052
733	0.19191007	0.9253422938
734	0.1918853499	0.9254002279
735	0.1918618984	0.9253616052
736	0.1918291737	0.9253229824
737	0.1918051953	0.9253809165
738	0.1917710425	0.9254388506
739	0.1917514595	0.9254581619
740	0.1917321068	0.925516096
741	0.1916995428	0.925516096
742	0.1916532552	0.9255740301
743	0.1916265354	0.9255547187
744	0.1916017728	0.9255547187
745	0.1915785603	0.9255740301
746	0.1915534261	0.9255933414
747	0.1914985438	0.9255933414
748	0.1914775748	0.9256319642
749	0.1914541452	0.9256319642
750	0.1914409236	0.9255740301
751	0.1914022904	0.9256126528
752	0.1913518671	0.9256512755
753	0.1913218459	0.9257092096
754	0.1912910035	0.9257671437
755	0.1912490267	0.9256512755
756	0.1912284516	0.9256512755
757	0.191186788	0.9257285209
758	0.1911699336	0.9258057664
759	0.1911472575	0.925786455
760	0.1911247216	0.9258250777
761	0.1910977981	0.925786455
762	0.1910691627	0.9257285209
763	0.1910380234	0.925786455
764	0.1910119872	0.9256898982
765	0.1909823888	0.925786455
766	0.190966637	0.9257671437
767	0.1909385868	0.9257671437
768	0.1908995404	0.9258057664
769	0.1908806464	0.9258057664
770	0.1908535893	0.925786455
771	0.1908344472	0.9258830118
772	0.190817315	0.9258830118
773	0.1907959481	0.925786455
774	0.1907817895	0.9258057664
775	0.1907443362	0.9258830118
776	0.1906943722	0.9258830118
777	0.1906682788	0.9259409459
778	0.1906465967	0.9259409459
779	0.1906148779	0.9259023232
780	0.1905891456	0.9259409459
781	0.1905548877	0.9259602572
782	0.1905207221	0.9259988799
783	0.1904972619	0.9259602572
784	0.1904777328	0.9259795686
785	0.19043797	0.9259988799
786	0.1904046411	0.9259795686
787	0.1903786105	0.9259795686
788	0.1903649787	0.9260181913
789	0.1903271764	0.9260181913
790	0.1902948526	0.9259795686
791	0.1902570325	0.926056814
792	0.1902403155	0.926056814
793	0.1902072805	0.9260375027
794	0.1901755388	0.926056814
795	0.1901544436	0.9260954367
796	0.1901201259	0.9261726822
797	0.190082114	0.9261147481
798	0.190069572	0.9261340594
799	0.1900297695	0.9261147481
800	0.1900067822	0.9261533708
801	0.1899738504	0.9261919935
802	0.1899485554	0.9262499276
803	0.1899211473	0.9262885503
804	0.1898865129	0.9263078617
805	0.1898587783	0.9263078617
806	0.1898313342	0.9263657957
807	0.1898098919	0.9263657957
808	0.1897851974	0.9263657957
809	0.1897638191	0.9263464844
810	0.189740773	0.9263657957
811	0.1896984054	0.9263851071
812	0.1896751593	0.9264044184
813	0.1896326914	0.9263657957
814	0.1896005327	0.9264623525
815	0.1895691401	0.9264816639
816	0.1895506889	0.9264816639
817	0.1895315924	0.9265589093
818	0.1895100104	0.9265009752
819	0.1894770603	0.9265009752
820	0.1894531749	0.9265202866
821	0.1894320569	0.9265589093
822	0.189410434	0.9267134002
823	0.1893876293	0.9267134002
824	0.1893359898	0.9267134002
825	0.18931222	0.9267134002
826	0.1892962052	0.9267327115
827	0.1892774683	0.9267134002
828	0.1892536858	0.9267134002
829	0.1892185262	0.9267713342
830	0.1892033361	0.9267713342
831	0.1891826802	0.9268292683
832	0.1891414283	0.926867891
833	0.1891211855	0.926867891
834	0.1890948528	0.9268292683
835	0.1890624735	0.9268872024
836	0.189036039	0.9268872024
837	0.1890152028	0.9269258251
838	0.1889870791	0.9270030705
839	0.1889526706	0.9270416932
840	0.1889327587	0.9270996273
841	0.1889109609	0.9270996273
842	0.188881467	0.92713825
843	0.1888729717	0.9271575614
844	0.1888429397	0.9271961841
845	0.1888120999	0.9272348068
846	0.1887903882	0.9271575614
847	0.1887431426	0.9271575614
848	0.1887175121	0.9271189386
849	0.1886840974	0.9271575614
850	0.1886354659	0.9271768727
851	0.1886077344	0.9271961841
852	0.1885949178	0.9272154954
853	0.1885730371	0.9271961841
854	0.1885456786	0.9272541181
855	0.1885093084	0.9272348068
856	0.1884756404	0.9271768727
857	0.1884528336	0.9271961841
858	0.1884094834	0.9272154954
859	0.1883687009	0.9272541181
860	0.1883581852	0.9272541181
861	0.1883386178	0.92713825
862	0.188327256	0.9272348068
863	0.1882961644	0.9272734295
864	0.1882680832	0.9272541181
865	0.1882462562	0.9272541181
866	0.1882239137	0.9272734295
867	0.1882051828	0.9273120522
868	0.1881870729	0.9273313636
869	0.1881684477	0.9273892976
870	0.1881540193	0.9273892976
871	0.1881299469	0.927408609
872	0.1881216447	0.9273699863
873	0.1880968469	0.9273506749
874	0.1880726447	0.9273506749
875	0.1880373062	0.9273699863
876	0.1879995362	0.927408609
877	0.1879826959	0.9274279204
878	0.1879532039	0.9274279204
879	0.1879451374	0.9274279204
880	0.1879153695	0.9275051658
881	0.1878852223	0.9274665431
882	0.1878530431	0.9274858544
883	0.1878317524	0.9275244771
