iter	Logloss	Accuracy
884	0.1877941939	0.9274858544
885	0.1877691869	0.9275630999
886	0.1877396943	0.9275244771
887	0.1876899845	0.9275437885
888	0.1876585117	0.9275437885
889	0.1876274445	0.9275630999
890	0.1875933991	0.9275824112
891	0.1875612488	0.9276017226
892	0.1875443595	0.9276403453
893	0.1875155703	0.9277369021
894	0.1874788067	0.9277369021
895	0.1874564164	0.9277755248
896	0.1874420481	0.9277755248
897	0.1874160645	0.9277175907
898	0.1873979828	0.9277562134
899	0.1873764614	0.9277562134
900	0.1873281282	0.9278141475
901	0.187295518	0.9277755248
902	0.1872734056	0.9278141475
903	0.1872322069	0.9278720816
904	0.1872093284	0.9278720816
905	0.1871841209	0.9278527702
906	0.1871624536	0.9279107043
907	0.1871443181	0.9279107043
908	0.1871194184	0.927949327
909	0.187090624	0.9279300156
910	0.1870655778	0.9279300156
911	0.1870522767	0.9279300156
912	0.187038306	0.927949327
913	0.1870284882	0.927949327
914	0.1870008094	0.9279107043
915	0.1869687796	0.9278913929
916	0.1869506087	0.9279879497
917	0.186922272	0.927949327
918	0.1869037007	0.9279300156
919	0.1868892306	0.9279300156
920	0.1868714613	0.9278913929
921	0.1868324874	0.9279107043
922	0.1867958801	0.9279107043
923	0.1867772349	0.9279300156
924	0.1867670764	0.927949327
925	0.186736151	0.9279300156
926	0.1867161387	0.9278720816
927	0.1866855686	0.9278141475
928	0.1866623093	0.9277755248
929	0.1866422314	0.9277562134
930	0.1866208204	0.9277948361
931	0.1866090292	0.9278141475
932	0.1866017562	0.9278141475
933	0.1865754186	0.9278334589
934	0.1865681032	0.9278334589
935	0.1865585532	0.9278720816
936	0.1865418776	0.9278913929
937	0.1865132267	0.9278913929
938	0.1864742202	0.9278720816
939	0.1864492202	0.9280072611
940	0.1864279922	0.9280651951
941	0.1864140785	0.9280845065
942	0.1863922373	0.9280845065
943	0.1863673167	0.9280845065
944	0.1863405796	0.9280265724
945	0.186309184	0.9280845065
946	0.186289955	0.9280458838
947	0.1862594806	0.9280845065
948	0.1862063679	0.9280845065
949	0.1861841871	0.9280651951
950	0.186150973	0.9280651951
951	0.1861278513	0.9280845065
952	0.1860761364	0.9281038179
953	0.1860212169	0.9281617519
954	0.1860128702	0.9281810633
955	0.1859857463	0.9282003746
956	0.1859711722	0.928219686
957	0.1859376772	0.9281810633
958	0.1859153032	0.9282969314
959	0.1858877122	0.9282969314
960	0.1858579706	0.9283162428
961	0.1858388952	0.9283741769
962	0.1858166259	0.9284127996
963	0.1857724191	0.9283162428
964	0.1857483564	0.9283355541
965	0.1857248776	0.9283162428
966	0.185707622	0.9284321109
967	0.1856759776	0.9284321109
968	0.1856693426	0.9284127996
969	0.1856479483	0.9284127996
970	0.1856185313	0.928490045
971	0.1855984377	0.9285093564
972	0.1855723167	0.9285286677
973	0.1855470748	0.9285093564
974	0.1855315739	0.928490045
975	0.1855170008	0.928490045
976	0.1854935956	0.928490045
977	0.1854670945	0.9285093564
978	0.1854454003	0.9285672904
979	0.1854282128	0.9286059131
980	0.1854110467	0.9285672904
981	0.1853952493	0.9285672904
982	0.1853590285	0.9286252245
983	0.1853458494	0.9286638472
984	0.185289841	0.9286445359
985	0.1852670464	0.9286252245
986	0.185246492	0.9286252245
987	0.1852364322	0.9286252245
988	0.1852147836	0.9287410926
989	0.1851806104	0.9287990267
990	0.185150156	0.9287990267
991	0.1851366381	0.9287990267
992	0.1851150604	0.928760404
993	0.1850769346	0.928760404
994	0.1850537873	0.9287410926
995	0.1850328864	0.9287024699
996	0.1850068345	0.9287217813
997	0.1849756574	0.9287217813
998	0.1849434935	0.9287410926
999	0.1849184265	0.9287217813
